"TIME","GEO","AGE","AGEDEF","UNIT","SEX","Value","Flag and Footnotes"
"2014","Portugal","Total","Age reached during the year","Number","Females","17,298",""
"2014","Romania","Total","Age reached during the year","Number","Total","172,871",""
"2014","Romania","Total","Age reached during the year","Number","Males","87,356",""
"2014","Romania","Total","Age reached during the year","Number","Females","85,515",""
"2014","Slovenia","Total","Age reached during the year","Number","Total","14,336",""
"2014","Slovenia","Total","Age reached during the year","Number","Males","8,609",""
"2014","Slovenia","Total","Age reached during the year","Number","Females","5,727",""
"2014","Slovakia","Total","Age reached during the year","Number","Total","3,644",""
"2014","Slovakia","Total","Age reached during the year","Number","Males","1,442",""
"2014","Slovakia","Total","Age reached during the year","Number","Females","2,202",""
"2014","Finland","Total","Age reached during the year","Number","Total","15,486",""
"2014","Finland","Total","Age reached during the year","Number","Males","7,764",""
"2014","Finland","Total","Age reached during the year","Number","Females","7,722",""
"2014","Sweden","Total","Age reached during the year","Number","Total","51,237",""
"2014","Sweden","Total","Age reached during the year","Number","Males","27,330",""
"2014","Sweden","Total","Age reached during the year","Number","Females","23,907",""
"2014","Iceland","Total","Age reached during the year","Number","Total","4,052",""
"2014","Iceland","Total","Age reached during the year","Number","Males","2,129",""
"2014","Iceland","Total","Age reached during the year","Number","Females","1,923",""
"2014","Liechtenstein","Total","Age reached during the year","Number","Total","476",""
"2014","Liechtenstein","Total","Age reached during the year","Number","Males","243",""
"2014","Liechtenstein","Total","Age reached during the year","Number","Females","233",""
"2014","Norway","Total","Age reached during the year","Number","Total","29,308",""
"2014","Norway","Total","Age reached during the year","Number","Males","16,045",""
"2014","Norway","Total","Age reached during the year","Number","Females","13,263",""
"2014","Switzerland","Total","Age reached during the year","Number","Total","111,103",""
"2014","Switzerland","Total","Age reached during the year","Number","Males","61,133",""
"2014","Switzerland","Total","Age reached during the year","Number","Females","49,970",""
"2014","United Kingdom","Total","Age reached during the year","Number","Total","319,086",""
"2014","United Kingdom","Total","Age reached during the year","Number","Males","169,785",""
"2014","United Kingdom","Total","Age reached during the year","Number","Females","149,301",""
"2014","North Macedonia","Total","Age reached during the year","Number","Total","839",""
"2014","North Macedonia","Total","Age reached during the year","Number","Males","513",""
"2014","North Macedonia","Total","Age reached during the year","Number","Females","326",""
"2015","Belgium","Total","Age reached during the year","Number","Total","89,794",""
"2015","Belgium","Total","Age reached during the year","Number","Males","51,121",""
"2015","Belgium","Total","Age reached during the year","Number","Females","38,673",""
"2015","Bulgaria","Total","Age reached during the year","Number","Total","29,470","p"
"2015","Bulgaria","Total","Age reached during the year","Number","Males","15,360","p"
"2015","Bulgaria","Total","Age reached during the year","Number","Females","14,110","p"
"2015","Czechia","Total","Age reached during the year","Number","Total","25,684",""
"2015","Czechia","Total","Age reached during the year","Number","Males","13,366",""
"2015","Czechia","Total","Age reached during the year","Number","Females","12,318",""
"2015","Denmark","Total","Age reached during the year","Number","Total","44,625",""
"2015","Denmark","Total","Age reached during the year","Number","Males","22,768",""
"2015","Denmark","Total","Age reached during the year","Number","Females","21,857",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","338,403","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","204,745","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","133,658","e"
"2015","Estonia","Total","Age reached during the year","Number","Total","13,003","b"
"2015","Estonia","Total","Age reached during the year","Number","Males","7,358","b"
"2015","Estonia","Total","Age reached during the year","Number","Females","5,645","b"
"2015","Ireland","Total","Age reached during the year","Number","Total","67,160",""
"2015","Ireland","Total","Age reached during the year","Number","Males","32,248",""
"2015","Ireland","Total","Age reached during the year","Number","Females","34,912",""
"2015","Greece","Total","Age reached during the year","Number","Total","109,351",""
"2015","Greece","Total","Age reached during the year","Number","Males","65,265",""
"2015","Greece","Total","Age reached during the year","Number","Females","44,086",""
"2015","Spain","Total","Age reached during the year","Number","Total","343,875",""
"2015","Spain","Total","Age reached during the year","Number","Males","190,408",""
"2015","Spain","Total","Age reached during the year","Number","Females","153,467",""
"2015","France","Total","Age reached during the year","Number","Total","324,517",""
"2015","France","Total","Age reached during the year","Number","Males","183,145",""
"2015","France","Total","Age reached during the year","Number","Females","141,372",""
"2015","Croatia","Total","Age reached during the year","Number","Total","29,651",""
"2015","Croatia","Total","Age reached during the year","Number","Males","15,936",""
"2015","Croatia","Total","Age reached during the year","Number","Females","13,715",""
"2015","Italy","Total","Age reached during the year","Number","Total","146,955",""
"2015","Italy","Total","Age reached during the year","Number","Males","78,322",""
"2015","Italy","Total","Age reached during the year","Number","Females","68,633",""
"2015","Cyprus","Total","Age reached during the year","Number","Total","17,183",""
"2015","Cyprus","Total","Age reached during the year","Number","Males","7,395",""
"2015","Cyprus","Total","Age reached during the year","Number","Females","9,788",""
"2015","Latvia","Total","Age reached during the year","Number","Total","20,119",""
"2015","Latvia","Total","Age reached during the year","Number","Males","10,597",""
"2015","Latvia","Total","Age reached during the year","Number","Females","9,522",""
"2015","Lithuania","Total","Age reached during the year","Number","Total","44,533",""
"2015","Lithuania","Total","Age reached during the year","Number","Males","24,301",""
"2015","Lithuania","Total","Age reached during the year","Number","Females","20,232",""
"2015","Luxembourg","Total","Age reached during the year","Number","Total","12,644",""
"2015","Luxembourg","Total","Age reached during the year","Number","Males","6,978",""
"2015","Luxembourg","Total","Age reached during the year","Number","Females","5,666",""
"2015","Hungary","Total","Age reached during the year","Number","Total","43,225",""
"2015","Hungary","Total","Age reached during the year","Number","Males","23,685",""
"2015","Hungary","Total","Age reached during the year","Number","Females","19,540",""
"2015","Malta","Total","Age reached during the year","Number","Total","7,095",""
"2015","Malta","Total","Age reached during the year","Number","Males","4,162",""
"2015","Malta","Total","Age reached during the year","Number","Females","2,933",""
"2015","Netherlands","Total","Age reached during the year","Number","Total","112,330",""
"2015","Netherlands","Total","Age reached during the year","Number","Males","62,955",""
"2015","Netherlands","Total","Age reached during the year","Number","Females","49,375",""
"2015","Austria","Total","Age reached during the year","Number","Total","56,689",""
"2015","Austria","Total","Age reached during the year","Number","Males","31,943",""
"2015","Austria","Total","Age reached during the year","Number","Females","24,746",""
"2015","Poland","Total","Age reached during the year","Number","Total","258,837","p"
"2015","Poland","Total","Age reached during the year","Number","Males","148,879","p"
"2015","Poland","Total","Age reached during the year","Number","Females","109,958","p"
"2015","Portugal","Total","Age reached during the year","Number","Total","40,377",""
"2015","Portugal","Total","Age reached during the year","Number","Males","26,806",""
"2015","Portugal","Total","Age reached during the year","Number","Females","13,571",""
"2015","Romania","Total","Age reached during the year","Number","Total","194,718",""
"2015","Romania","Total","Age reached during the year","Number","Males","104,700",""
"2015","Romania","Total","Age reached during the year","Number","Females","90,018",""
"2015","Slovenia","Total","Age reached during the year","Number","Total","14,913",""
"2015","Slovenia","Total","Age reached during the year","Number","Males","8,976",""
"2015","Slovenia","Total","Age reached during the year","Number","Females","5,937",""
"2015","Slovakia","Total","Age reached during the year","Number","Total","3,870",""
"2015","Slovakia","Total","Age reached during the year","Number","Males","1,554",""
"2015","Slovakia","Total","Age reached during the year","Number","Females","2,316",""
"2015","Finland","Total","Age reached during the year","Number","Total","16,305",""
"2015","Finland","Total","Age reached during the year","Number","Males","8,093",""
"2015","Finland","Total","Age reached during the year","Number","Females","8,212",""
"2015","Sweden","Total","Age reached during the year","Number","Total","55,830",""
"2015","Sweden","Total","Age reached during the year","Number","Males","30,473",""
"2015","Sweden","Total","Age reached during the year","Number","Females","25,357",""
"2015","Iceland","Total","Age reached during the year","Number","Total","4,046",""
"2015","Iceland","Total","Age reached during the year","Number","Males","2,136",""
"2015","Iceland","Total","Age reached during the year","Number","Females","1,910",""
"2015","Liechtenstein","Total","Age reached during the year","Number","Total","468",""
"2015","Liechtenstein","Total","Age reached during the year","Number","Males","246",""
"2015","Liechtenstein","Total","Age reached during the year","Number","Females","222",""
"2015","Norway","Total","Age reached during the year","Number","Total","29,173",""
"2015","Norway","Total","Age reached during the year","Number","Males","16,048",""
"2015","Norway","Total","Age reached during the year","Number","Females","13,125",""
"2015","Switzerland","Total","Age reached during the year","Number","Total","116,631",""
"2015","Switzerland","Total","Age reached during the year","Number","Males","64,044",""
"2015","Switzerland","Total","Age reached during the year","Number","Females","52,587",""
"2015","United Kingdom","Total","Age reached during the year","Number","Total","299,183",""
"2015","United Kingdom","Total","Age reached during the year","Number","Males","163,722",""
"2015","United Kingdom","Total","Age reached during the year","Number","Females","135,461",""
"2015","North Macedonia","Total","Age reached during the year","Number","Total","1,016",""
"2015","North Macedonia","Total","Age reached during the year","Number","Males","614",""
"2015","North Macedonia","Total","Age reached during the year","Number","Females","402",""
"2016","Belgium","Total","Age reached during the year","Number","Total","92,471",""
"2016","Belgium","Total","Age reached during the year","Number","Males","52,598",""
"2016","Belgium","Total","Age reached during the year","Number","Females","39,873",""
"2016","Bulgaria","Total","Age reached during the year","Number","Total","30,570","p"
"2016","Bulgaria","Total","Age reached during the year","Number","Males","15,393","p"
"2016","Bulgaria","Total","Age reached during the year","Number","Females","15,177","p"
"2016","Czechia","Total","Age reached during the year","Number","Total","38,864",""
"2016","Czechia","Total","Age reached during the year","Number","Males","20,397",""
"2016","Czechia","Total","Age reached during the year","Number","Females","18,467",""
"2016","Denmark","Total","Age reached during the year","Number","Total","52,654",""
"2016","Denmark","Total","Age reached during the year","Number","Males","27,517",""
"2016","Denmark","Total","Age reached during the year","Number","Females","25,137",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","533,762","be"
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","336,988","be"
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","196,774","be"
"2016","Estonia","Total","Age reached during the year","Number","Total","13,792",""
"2016","Estonia","Total","Age reached during the year","Number","Males","8,096",""
"2016","Estonia","Total","Age reached during the year","Number","Females","5,696",""
"2016","Ireland","Total","Age reached during the year","Number","Total","62,056",""
"2016","Ireland","Total","Age reached during the year","Number","Males","31,831",""
"2016","Ireland","Total","Age reached during the year","Number","Females","30,225",""
"2016","Greece","Total","Age reached during the year","Number","Total","106,535",""
"2016","Greece","Total","Age reached during the year","Number","Males","60,396",""
"2016","Greece","Total","Age reached during the year","Number","Females","46,139",""
"2016","Spain","Total","Age reached during the year","Number","Total","327,325",""
"2016","Spain","Total","Age reached during the year","Number","Males","179,820",""
"2016","Spain","Total","Age reached during the year","Number","Females","147,505",""
"2016","France","Total","Age reached during the year","Number","Total","313,622",""
"2016","France","Total","Age reached during the year","Number","Males","180,348",""
"2016","France","Total","Age reached during the year","Number","Females","133,274",""
"2016","Croatia","Total","Age reached during the year","Number","Total","36,436",""
"2016","Croatia","Total","Age reached during the year","Number","Males","19,703",""
"2016","Croatia","Total","Age reached during the year","Number","Females","16,733",""
"2016","Italy","Total","Age reached during the year","Number","Total","157,065",""
"2016","Italy","Total","Age reached during the year","Number","Males","83,246",""
"2016","Italy","Total","Age reached during the year","Number","Females","73,819",""
"2016","Cyprus","Total","Age reached during the year","Number","Total","14,892",""
"2016","Cyprus","Total","Age reached during the year","Number","Males","6,552",""
"2016","Cyprus","Total","Age reached during the year","Number","Females","8,340",""
"2016","Latvia","Total","Age reached during the year","Number","Total","20,574",""
"2016","Latvia","Total","Age reached during the year","Number","Males","11,219",""
"2016","Latvia","Total","Age reached during the year","Number","Females","9,355",""
"2016","Lithuania","Total","Age reached during the year","Number","Total","50,333",""
"2016","Lithuania","Total","Age reached during the year","Number","Males","25,429",""
"2016","Lithuania","Total","Age reached during the year","Number","Females","24,904",""
"2016","Luxembourg","Total","Age reached during the year","Number","Total","13,442",""
"2016","Luxembourg","Total","Age reached during the year","Number","Males","7,250",""
"2016","Luxembourg","Total","Age reached during the year","Number","Females","6,192",""
"2016","Hungary","Total","Age reached during the year","Number","Total","39,889",""
"2016","Hungary","Total","Age reached during the year","Number","Males","21,689",""
"2016","Hungary","Total","Age reached during the year","Number","Females","18,200",""
"2016","Malta","Total","Age reached during the year","Number","Total","8,303",""
"2016","Malta","Total","Age reached during the year","Number","Males","5,039",""
"2016","Malta","Total","Age reached during the year","Number","Females","3,264",""
"2016","Netherlands","Total","Age reached during the year","Number","Total","111,477",""
"2016","Netherlands","Total","Age reached during the year","Number","Males","62,324",""
"2016","Netherlands","Total","Age reached during the year","Number","Females","49,153",""
"2016","Austria","Total","Age reached during the year","Number","Total","64,428",""
"2016","Austria","Total","Age reached during the year","Number","Males","36,144",""
"2016","Austria","Total","Age reached during the year","Number","Females","28,284",""
"2016","Poland","Total","Age reached during the year","Number","Total","236,441","ep"
"2016","Poland","Total","Age reached during the year","Number","Males","133,162","ep"
"2016","Poland","Total","Age reached during the year","Number","Females","103,279","ep"
"2016","Portugal","Total","Age reached during the year","Number","Total","38,273","e"
"2016","Portugal","Total","Age reached during the year","Number","Males","23,509","e"
"2016","Portugal","Total","Age reached during the year","Number","Females","14,764","e"
"2016","Romania","Total","Age reached during the year","Number","Total","207,578",""
"2016","Romania","Total","Age reached during the year","Number","Males","100,533",""
"2016","Romania","Total","Age reached during the year","Number","Females","107,045",""
"2016","Slovenia","Total","Age reached during the year","Number","Total","15,572",""
"2016","Slovenia","Total","Age reached during the year","Number","Males","9,328",""
"2016","Slovenia","Total","Age reached during the year","Number","Females","6,244",""
"2016","Slovakia","Total","Age reached during the year","Number","Total","3,801",""
"2016","Slovakia","Total","Age reached during the year","Number","Males","1,535",""
"2016","Slovakia","Total","Age reached during the year","Number","Females","2,266",""
"2016","Finland","Total","Age reached during the year","Number","Total","18,082",""
"2016","Finland","Total","Age reached during the year","Number","Males","8,906",""
"2016","Finland","Total","Age reached during the year","Number","Females","9,176",""
"2016","Sweden","Total","Age reached during the year","Number","Total","45,878",""
"2016","Sweden","Total","Age reached during the year","Number","Males","24,798",""
"2016","Sweden","Total","Age reached during the year","Number","Females","21,080",""
"2016","Iceland","Total","Age reached during the year","Number","Total","4,159",""
"2016","Iceland","Total","Age reached during the year","Number","Males","2,133",""
"2016","Iceland","Total","Age reached during the year","Number","Females","2,026",""
"2016","Liechtenstein","Total","Age reached during the year","Number","Total","522",""
"2016","Liechtenstein","Total","Age reached during the year","Number","Males","273",""
"2016","Liechtenstein","Total","Age reached during the year","Number","Females","249",""
"2016","Norway","Total","Age reached during the year","Number","Total","34,694",""
"2016","Norway","Total","Age reached during the year","Number","Males","19,900",""
"2016","Norway","Total","Age reached during the year","Number","Females","14,794",""
"2016","Switzerland","Total","Age reached during the year","Number","Total","120,653",""
"2016","Switzerland","Total","Age reached during the year","Number","Males","65,999",""
"2016","Switzerland","Total","Age reached during the year","Number","Females","54,654",""
"2016","United Kingdom","Total","Age reached during the year","Number","Total","340,440",""
"2016","United Kingdom","Total","Age reached during the year","Number","Males","190,007",""
"2016","United Kingdom","Total","Age reached during the year","Number","Females","150,433",""
"2016","North Macedonia","Total","Age reached during the year","Number","Total","630",""
"2016","North Macedonia","Total","Age reached during the year","Number","Males","365",""
"2016","North Macedonia","Total","Age reached during the year","Number","Females","265",""
"2017","Belgium","Total","Age reached during the year","Number","Total","89,690",""
"2017","Belgium","Total","Age reached during the year","Number","Males","50,359",""
"2017","Belgium","Total","Age reached during the year","Number","Females","39,331",""
"2017","Bulgaria","Total","Age reached during the year","Number","Total","31,586","p"
"2017","Bulgaria","Total","Age reached during the year","Number","Males","16,046","p"
"2017","Bulgaria","Total","Age reached during the year","Number","Females","15,540","p"
"2017","Czechia","Total","Age reached during the year","Number","Total","27,316",""
"2017","Czechia","Total","Age reached during the year","Number","Males","14,018",""
"2017","Czechia","Total","Age reached during the year","Number","Females","13,298",""
"2017","Denmark","Total","Age reached during the year","Number","Total","56,403",""
"2017","Denmark","Total","Age reached during the year","Number","Males","29,849",""
"2017","Denmark","Total","Age reached during the year","Number","Females","26,554",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","560,700","be"
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","359,823","be"
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","200,877","be"
"2017","Estonia","Total","Age reached during the year","Number","Total","12,358",""
"2017","Estonia","Total","Age reached during the year","Number","Males","7,128",""
"2017","Estonia","Total","Age reached during the year","Number","Females","5,230",""
"2017","Ireland","Total","Age reached during the year","Number","Total","64,068",""
"2017","Ireland","Total","Age reached during the year","Number","Males","29,203",""
"2017","Ireland","Total","Age reached during the year","Number","Females","34,865",""
"2017","Greece","Total","Age reached during the year","Number","Total","103,327",""
"2017","Greece","Total","Age reached during the year","Number","Males","58,569",""
"2017","Greece","Total","Age reached during the year","Number","Females","44,758",""
"2017","Spain","Total","Age reached during the year","Number","Total","368,860",""
"2017","Spain","Total","Age reached during the year","Number","Males","201,005",""
"2017","Spain","Total","Age reached during the year","Number","Females","167,855",""
"2017","France","Total","Age reached during the year","Number","Total","215,470",""
"2017","France","Total","Age reached during the year","Number","Males","122,086",""
"2017","France","Total","Age reached during the year","Number","Females","93,384",""
"2017","Croatia","Total","Age reached during the year","Number","Total","47,352",""
"2017","Croatia","Total","Age reached during the year","Number","Males","26,214",""
"2017","Croatia","Total","Age reached during the year","Number","Females","21,138",""
"2017","Italy","Total","Age reached during the year","Number","Total","155,110",""
"2017","Italy","Total","Age reached during the year","Number","Males","81,609",""
"2017","Italy","Total","Age reached during the year","Number","Females","73,501",""
"2017","Cyprus","Total","Age reached during the year","Number","Total","15,105",""
"2017","Cyprus","Total","Age reached during the year","Number","Males","6,752",""
"2017","Cyprus","Total","Age reached during the year","Number","Females","8,353",""
"2017","Latvia","Total","Age reached during the year","Number","Total","17,724",""
"2017","Latvia","Total","Age reached during the year","Number","Males","9,625",""
"2017","Latvia","Total","Age reached during the year","Number","Females","8,099",""
"2017","Lithuania","Total","Age reached during the year","Number","Total","47,925",""
"2017","Lithuania","Total","Age reached during the year","Number","Males","24,676",""
"2017","Lithuania","Total","Age reached during the year","Number","Females","23,249",""
"2017","Luxembourg","Total","Age reached during the year","Number","Total","13,831",""
"2017","Luxembourg","Total","Age reached during the year","Number","Males","7,669",""
"2017","Luxembourg","Total","Age reached during the year","Number","Females","6,162",""
"2017","Hungary","Total","Age reached during the year","Number","Total","39,829",""
"2017","Hungary","Total","Age reached during the year","Number","Males","22,062",""
"2017","Hungary","Total","Age reached during the year","Number","Females","17,767",""
"2017","Malta","Total","Age reached during the year","Number","Total","7,020",""
"2017","Malta","Total","Age reached during the year","Number","Males","3,999",""
"2017","Malta","Total","Age reached during the year","Number","Females","3,021",""
"2017","Netherlands","Total","Age reached during the year","Number","Total","108,231",""
"2017","Netherlands","Total","Age reached during the year","Number","Males","60,646",""
"2017","Netherlands","Total","Age reached during the year","Number","Females","47,585",""
"2017","Austria","Total","Age reached during the year","Number","Total","66,144",""
"2017","Austria","Total","Age reached during the year","Number","Males","37,780",""
"2017","Austria","Total","Age reached during the year","Number","Females","28,364",""
"2017","Poland","Total","Age reached during the year","Number","Total","218,492","ep"
"2017","Poland","Total","Age reached during the year","Number","Males","120,564","ep"
"2017","Poland","Total","Age reached during the year","Number","Females","97,928","ep"
"2017","Portugal","Total","Age reached during the year","Number","Total","31,753","e"
"2017","Portugal","Total","Age reached during the year","Number","Males","21,970","e"
"2017","Portugal","Total","Age reached during the year","Number","Females","9,783","e"
"2017","Romania","Total","Age reached during the year","Number","Total","242,193","e"
"2017","Romania","Total","Age reached during the year","Number","Males","122,791","e"
"2017","Romania","Total","Age reached during the year","Number","Females","119,402","e"
"2017","Slovenia","Total","Age reached during the year","Number","Total","17,555",""
"2017","Slovenia","Total","Age reached during the year","Number","Males","10,694",""
"2017","Slovenia","Total","Age reached during the year","Number","Females","6,861",""
"2017","Slovakia","Total","Age reached during the year","Number","Total","3,466",""
"2017","Slovakia","Total","Age reached during the year","Number","Males","1,365",""
"2017","Slovakia","Total","Age reached during the year","Number","Females","2,101",""
"2017","Finland","Total","Age reached during the year","Number","Total","16,973",""
"2017","Finland","Total","Age reached during the year","Number","Males","8,159",""
"2017","Finland","Total","Age reached during the year","Number","Females","8,814",""
"2017","Sweden","Total","Age reached during the year","Number","Total","45,620",""
"2017","Sweden","Total","Age reached during the year","Number","Males","24,382",""
"2017","Sweden","Total","Age reached during the year","Number","Females","21,238",""
"2017","Iceland","Total","Age reached during the year","Number","Total","3,641",""
"2017","Iceland","Total","Age reached during the year","Number","Males","1,919",""
"2017","Iceland","Total","Age reached during the year","Number","Females","1,722",""
"2017","Liechtenstein","Total","Age reached during the year","Number","Total","426",""
"2017","Liechtenstein","Total","Age reached during the year","Number","Males","226",""
"2017","Liechtenstein","Total","Age reached during the year","Number","Females","200",""
"2017","Norway","Total","Age reached during the year","Number","Total","31,963",""
"2017","Norway","Total","Age reached during the year","Number","Males","17,865",""
"2017","Norway","Total","Age reached during the year","Number","Females","14,098",""
"2017","Switzerland","Total","Age reached during the year","Number","Total","124,997",""
"2017","Switzerland","Total","Age reached during the year","Number","Males","68,817",""
"2017","Switzerland","Total","Age reached during the year","Number","Females","56,180",""
"2017","United Kingdom","Total","Age reached during the year","Number","Total","359,665",""
"2017","United Kingdom","Total","Age reached during the year","Number","Males","199,427",""
"2017","United Kingdom","Total","Age reached during the year","Number","Females","160,238",""
"2017","North Macedonia","Total","Age reached during the year","Number","Total","424",""
"2017","North Macedonia","Total","Age reached during the year","Number","Males","304",""
"2017","North Macedonia","Total","Age reached during the year","Number","Females","120",""
"2018","Belgium","Total","Age reached during the year","Number","Total","88,935",""
"2018","Belgium","Total","Age reached during the year","Number","Males","50,471",""
"2018","Belgium","Total","Age reached during the year","Number","Females","38,464",""
"2018","Bulgaria","Total","Age reached during the year","Number","Total","33,225","p"
"2018","Bulgaria","Total","Age reached during the year","Number","Males","17,071","p"
"2018","Bulgaria","Total","Age reached during the year","Number","Females","16,154","p"
"2018","Czechia","Total","Age reached during the year","Number","Total","26,742",""
"2018","Czechia","Total","Age reached during the year","Number","Males","13,872",""
"2018","Czechia","Total","Age reached during the year","Number","Females","12,870",""
"2018","Denmark","Total","Age reached during the year","Number","Total","60,381",""
"2018","Denmark","Total","Age reached during the year","Number","Males","31,905",""
"2018","Denmark","Total","Age reached during the year","Number","Females","28,476",""
"2018","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","540,415","e"
"2018","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","347,154","e"
"2018","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","193,261","e"
"2018","Estonia","Total","Age reached during the year","Number","Total","10,476",""
"2018","Estonia","Total","Age reached during the year","Number","Males","6,063",""
"2018","Estonia","Total","Age reached during the year","Number","Females","4,413",""
"2018","Ireland","Total","Age reached during the year","Number","Total","53,735",""
"2018","Ireland","Total","Age reached during the year","Number","Males","28,446",""
"2018","Ireland","Total","Age reached during the year","Number","Females","25,289",""
"2018","Greece","Total","Age reached during the year","Number","Total","103,049",""
"2018","Greece","Total","Age reached during the year","Number","Males","58,402",""
"2018","Greece","Total","Age reached during the year","Number","Females","44,647",""
"2018","Spain","Total","Age reached during the year","Number","Total","309,526",""
"2018","Spain","Total","Age reached during the year","Number","Males","167,137",""
"2018","Spain","Total","Age reached during the year","Number","Females","142,389",""
"2018","France","Total","Age reached during the year","Number","Total","300,668","p"
"2018","France","Total","Age reached during the year","Number","Males","170,900","p"
"2018","France","Total","Age reached during the year","Number","Females","129,768","p"
"2018","Croatia","Total","Age reached during the year","Number","Total","39,515",""
"2018","Croatia","Total","Age reached during the year","Number","Males","21,756",""
"2018","Croatia","Total","Age reached during the year","Number","Females","17,759",""
"2018","Italy","Total","Age reached during the year","Number","Total","156,960",""
"2018","Italy","Total","Age reached during the year","Number","Males","82,978",""
"2018","Italy","Total","Age reached during the year","Number","Females","73,982",""
"2018","Cyprus","Total","Age reached during the year","Number","Total","15,340",""
"2018","Cyprus","Total","Age reached during the year","Number","Males","6,648",""
"2018","Cyprus","Total","Age reached during the year","Number","Females","8,692",""
"2018","Latvia","Total","Age reached during the year","Number","Total","15,814",""
"2018","Latvia","Total","Age reached during the year","Number","Males","8,614",""
"2018","Latvia","Total","Age reached during the year","Number","Females","7,200",""
"2018","Lithuania","Total","Age reached during the year","Number","Total","32,206",""
"2018","Lithuania","Total","Age reached during the year","Number","Males","17,021",""
"2018","Lithuania","Total","Age reached during the year","Number","Females","15,185",""
"2018","Luxembourg","Total","Age reached during the year","Number","Total","13,985",""
"2018","Luxembourg","Total","Age reached during the year","Number","Males","7,736",""
"2018","Luxembourg","Total","Age reached during the year","Number","Females","6,249",""
"2018","Hungary","Total","Age reached during the year","Number","Total","48,178",""
"2018","Hungary","Total","Age reached during the year","Number","Males","27,291",""
"2018","Hungary","Total","Age reached during the year","Number","Females","20,887",""
"2018","Malta","Total","Age reached during the year","Number","Total","9,342",""
"2018","Malta","Total","Age reached during the year","Number","Males","5,292",""
"2018","Malta","Total","Age reached during the year","Number","Females","4,050",""
"2018","Netherlands","Total","Age reached during the year","Number","Total","109,635",""
"2018","Netherlands","Total","Age reached during the year","Number","Males","61,301",""
"2018","Netherlands","Total","Age reached during the year","Number","Females","48,334",""
"2018","Austria","Total","Age reached during the year","Number","Total","67,212",""
"2018","Austria","Total","Age reached during the year","Number","Males","38,831",""
"2018","Austria","Total","Age reached during the year","Number","Females","28,381",""
"2018","Poland","Total","Age reached during the year","Number","Total","189,794","ep"
"2018","Poland","Total","Age reached during the year","Number","Males","105,386","ep"
"2018","Poland","Total","Age reached during the year","Number","Females","84,408","ep"
"2018","Portugal","Total","Age reached during the year","Number","Total","31,600",""
"2018","Portugal","Total","Age reached during the year","Number","Males","23,181",""
"2018","Portugal","Total","Age reached during the year","Number","Females","8,419",""
"2018","Romania","Total","Age reached during the year","Number","Total","231,661","e"
"2018","Romania","Total","Age reached during the year","Number","Males","118,803","e"
"2018","Romania","Total","Age reached during the year","Number","Females","112,858","e"
"2018","Slovenia","Total","Age reached during the year","Number","Total","13,527",""
"2018","Slovenia","Total","Age reached during the year","Number","Males","8,521",""
"2018","Slovenia","Total","Age reached during the year","Number","Females","5,006",""
"2018","Slovakia","Total","Age reached during the year","Number","Total","3,298",""
"2018","Slovakia","Total","Age reached during the year","Number","Males","1,280",""
"2018","Slovakia","Total","Age reached during the year","Number","Females","2,018",""
"2018","Finland","Total","Age reached during the year","Number","Total","19,141",""
"2018","Finland","Total","Age reached during the year","Number","Males","9,702",""
"2018","Finland","Total","Age reached during the year","Number","Females","9,439",""
"2018","Sweden","Total","Age reached during the year","Number","Total","46,981",""
"2018","Sweden","Total","Age reached during the year","Number","Males","25,153",""
"2018","Sweden","Total","Age reached during the year","Number","Females","21,828",""
"2018","Iceland","Total","Age reached during the year","Number","Total","4,372",""
"2018","Iceland","Total","Age reached during the year","Number","Males","2,407",""
"2018","Iceland","Total","Age reached during the year","Number","Females","1,965",""
"2018","Liechtenstein","Total","Age reached during the year","Number","Total","484",""
"2018","Liechtenstein","Total","Age reached during the year","Number","Males","242",""
"2018","Liechtenstein","Total","Age reached during the year","Number","Females","242",""
"2018","Norway","Total","Age reached during the year","Number","Total","27,158",""
"2018","Norway","Total","Age reached during the year","Number","Males","14,905",""
"2018","Norway","Total","Age reached during the year","Number","Females","12,253",""
"2018","Switzerland","Total","Age reached during the year","Number","Total","130,225",""
"2018","Switzerland","Total","Age reached during the year","Number","Males","71,990",""
"2018","Switzerland","Total","Age reached during the year","Number","Females","58,235",""
"2018","United Kingdom","Total","Age reached during the year","Number","Total","344,347","p"
"2018","United Kingdom","Total","Age reached during the year","Number","Males","190,477","p"
"2018","United Kingdom","Total","Age reached during the year","Number","Females","153,870","p"
"2018","North Macedonia","Total","Age reached during the year","Number","Total","377",""
