"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value","Flag and Footnotes"
"2012","North Macedonia","Males","From 20 to 29 years","Percentage","No response",":",""
"2012","North Macedonia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","30.6",""
"2012","North Macedonia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","11.2",""
"2012","North Macedonia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","30.1",""
"2012","North Macedonia","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Belgium","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","57.9",""
"2013","Belgium","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.9",""
"2013","Belgium","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.5",""
"2013","Belgium","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Belgium","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","61.1",""
"2013","Belgium","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","49.4",""
"2013","Belgium","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.5",""
"2013","Belgium","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Belgium","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","54.6",""
"2013","Belgium","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","33.7",""
"2013","Belgium","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.6",""
"2013","Belgium","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Bulgaria","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","48.5",""
"2013","Bulgaria","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.4",""
"2013","Bulgaria","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","47.2",""
"2013","Bulgaria","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Bulgaria","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","53.5",""
"2013","Bulgaria","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","33.7",""
"2013","Bulgaria","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.5",""
"2013","Bulgaria","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Bulgaria","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","43.2",""
"2013","Bulgaria","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.4",""
"2013","Bulgaria","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.3",""
"2013","Bulgaria","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Czechia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","59.1",""
"2013","Czechia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","36.4",""
"2013","Czechia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.5",""
"2013","Czechia","Total","From 20 to 29 years","Percentage","No response",":","c"
"2013","Czechia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","67.8",""
"2013","Czechia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","45.6",""
"2013","Czechia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.8",""
"2013","Czechia","Males","From 20 to 29 years","Percentage","No response",":","c"
"2013","Czechia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","50.1",""
"2013","Czechia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","25.7",""
"2013","Czechia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.2",""
"2013","Czechia","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Denmark","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","66.1",""
"2013","Denmark","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","51.2",""
"2013","Denmark","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.6",""
"2013","Denmark","Total","From 20 to 29 years","Percentage","No response","54.4",""
"2013","Denmark","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","68.3",""
"2013","Denmark","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.6",""
"2013","Denmark","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.9",""
"2013","Denmark","Males","From 20 to 29 years","Percentage","No response","66.0",""
"2013","Denmark","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","63.9",""
"2013","Denmark","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.4",""
"2013","Denmark","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.1",""
"2013","Denmark","Females","From 20 to 29 years","Percentage","No response","47.4",""
"2013","Germany (until 1990 former territory of the FRG)","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","71.2",""
"2013","Germany (until 1990 former territory of the FRG)","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","57.4",""
"2013","Germany (until 1990 former territory of the FRG)","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.7",""
"2013","Germany (until 1990 former territory of the FRG)","Total","From 20 to 29 years","Percentage","No response","21.8",""
"2013","Germany (until 1990 former territory of the FRG)","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","73.4",""
"2013","Germany (until 1990 former territory of the FRG)","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","65.7",""
"2013","Germany (until 1990 former territory of the FRG)","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","73.3",""
"2013","Germany (until 1990 former territory of the FRG)","Males","From 20 to 29 years","Percentage","No response","21.5",""
"2013","Germany (until 1990 former territory of the FRG)","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","68.9",""
"2013","Germany (until 1990 former territory of the FRG)","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","47.7",""
"2013","Germany (until 1990 former territory of the FRG)","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.0",""
"2013","Germany (until 1990 former territory of the FRG)","Females","From 20 to 29 years","Percentage","No response",":","u"
"2013","Estonia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","62.9",""
"2013","Estonia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","55.5",""
"2013","Estonia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.1",""
"2013","Estonia","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Estonia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","68.9",""
"2013","Estonia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","66.2",""
"2013","Estonia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.9",""
"2013","Estonia","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Estonia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","56.7",""
"2013","Estonia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","35.0",""
"2013","Estonia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.8",""
"2013","Estonia","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Ireland","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","63.5",""
"2013","Ireland","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","38.6",""
"2013","Ireland","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.8",""
"2013","Ireland","Total","From 20 to 29 years","Percentage","No response","59.8",""
"2013","Ireland","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","63.1",""
"2013","Ireland","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.3",""
"2013","Ireland","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.6",""
"2013","Ireland","Males","From 20 to 29 years","Percentage","No response","61.7",""
"2013","Ireland","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","63.8",""
"2013","Ireland","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","33.6",""
"2013","Ireland","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.7",""
"2013","Ireland","Females","From 20 to 29 years","Percentage","No response","58.0",""
"2013","Greece","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","36.7",""
"2013","Greece","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","39.3",""
"2013","Greece","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","29.0",""
"2013","Greece","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Greece","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","41.4",""
"2013","Greece","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","46.1",""
"2013","Greece","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.3",""
"2013","Greece","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Greece","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","31.9",""
"2013","Greece","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.9",""
"2013","Greece","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","23.2",""
"2013","Greece","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Spain","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","44.6",""
"2013","Spain","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.4",""
"2013","Spain","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.9",""
"2013","Spain","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Spain","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","45.1",""
"2013","Spain","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","44.3",""
"2013","Spain","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.0",""
"2013","Spain","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Spain","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","44.2",""
"2013","Spain","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","37.2",""
"2013","Spain","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.9",""
"2013","Spain","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","France","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","60.9",""
"2013","France","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","47.5","b"
"2013","France","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.0","b"
"2013","France","Total","From 20 to 29 years","Percentage","No response","54.6","bu"
"2013","France","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","64.8",""
"2013","France","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.9","b"
"2013","France","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","62.2","b"
"2013","France","Males","From 20 to 29 years","Percentage","No response","58.2","bu"
"2013","France","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","57.1",""
"2013","France","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","35.7","b"
"2013","France","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.6","b"
"2013","France","Females","From 20 to 29 years","Percentage","No response","48.6","bu"
"2013","Croatia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","44.8",""
"2013","Croatia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.6","u"
"2013","Croatia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.1",""
"2013","Croatia","Total","From 20 to 29 years","Percentage","No response","28.0","u"
"2013","Croatia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","48.3",""
"2013","Croatia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","35.0","u"
"2013","Croatia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.2",""
"2013","Croatia","Males","From 20 to 29 years","Percentage","No response","32.6","u"
"2013","Croatia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","41.2",""
"2013","Croatia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","15.2","u"
"2013","Croatia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","35.7",""
"2013","Croatia","Females","From 20 to 29 years","Percentage","No response","25.1","u"
"2013","Italy","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","41.0",""
"2013","Italy","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.2",""
"2013","Italy","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.1",""
"2013","Italy","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Italy","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","46.4",""
"2013","Italy","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.0",""
"2013","Italy","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.5",""
"2013","Italy","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Italy","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","35.5",""
"2013","Italy","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.9",""
"2013","Italy","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.5",""
"2013","Italy","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Cyprus","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","58.3",""
"2013","Cyprus","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","58.7",""
"2013","Cyprus","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.6",""
"2013","Cyprus","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Cyprus","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","58.3",""
"2013","Cyprus","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","58.4",""
"2013","Cyprus","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.5",""
"2013","Cyprus","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Cyprus","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","58.3",""
"2013","Cyprus","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","59.1",""
"2013","Cyprus","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.0",""
"2013","Cyprus","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Latvia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","62.2",""
"2013","Latvia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","49.0",""
"2013","Latvia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.7",""
"2013","Latvia","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Latvia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","66.7",""
"2013","Latvia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.6",""
"2013","Latvia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.7",""
"2013","Latvia","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Latvia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","57.6",""
"2013","Latvia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","33.5",""
"2013","Latvia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.1",""
"2013","Latvia","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Lithuania","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","58.4",""
"2013","Lithuania","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","36.1",""
"2013","Lithuania","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.8",""
"2013","Lithuania","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Lithuania","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","62.1",""
"2013","Lithuania","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.2",""
"2013","Lithuania","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.6",""
"2013","Lithuania","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Lithuania","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","54.6",""
"2013","Lithuania","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.7","u"
"2013","Lithuania","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.0",""
"2013","Lithuania","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Luxembourg","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","57.5",""
"2013","Luxembourg","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.0",""
"2013","Luxembourg","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.1",""
"2013","Luxembourg","Total","From 20 to 29 years","Percentage","No response",":","u"
"2013","Luxembourg","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","60.1",""
"2013","Luxembourg","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","57.6",""
"2013","Luxembourg","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.6",""
"2013","Luxembourg","Males","From 20 to 29 years","Percentage","No response",":","u"
"2013","Luxembourg","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","54.8",""
"2013","Luxembourg","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","38.9",""
"2013","Luxembourg","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","47.6",""
"2013","Luxembourg","Females","From 20 to 29 years","Percentage","No response",":","u"
"2013","Hungary","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","52.2",""
"2013","Hungary","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.7",""
"2013","Hungary","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.5",""
"2013","Hungary","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Hungary","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","58.4",""
"2013","Hungary","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","43.0",""
"2013","Hungary","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.0",""
"2013","Hungary","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Hungary","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","45.9",""
"2013","Hungary","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.2",""
"2013","Hungary","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.7",""
"2013","Hungary","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Malta","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","77.1",""
"2013","Malta","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","71.2",""
"2013","Malta","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.2",""
"2013","Malta","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Malta","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","80.3",""
"2013","Malta","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","80.4",""
"2013","Malta","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.0",""
"2013","Malta","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Malta","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","73.8",""
"2013","Malta","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.2",""
"2013","Malta","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","72.2",""
"2013","Malta","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Netherlands","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","75.3",""
"2013","Netherlands","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","62.5","b"
"2013","Netherlands","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.8","b"
"2013","Netherlands","Total","From 20 to 29 years","Percentage","No response","68.5","b"
"2013","Netherlands","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","75.9",""
"2013","Netherlands","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","67.3","b"
"2013","Netherlands","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.1","b"
"2013","Netherlands","Males","From 20 to 29 years","Percentage","No response","72.2","b"
"2013","Netherlands","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","74.8",""
"2013","Netherlands","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","55.5","b"
"2013","Netherlands","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","73.4","b"
"2013","Netherlands","Females","From 20 to 29 years","Percentage","No response","64.8","b"
"2013","Austria","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","74.5",""
"2013","Austria","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","54.5",""
"2013","Austria","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.6",""
"2013","Austria","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Austria","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","76.3",""
"2013","Austria","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","59.0",""
"2013","Austria","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.2",""
"2013","Austria","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Austria","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","72.7",""
"2013","Austria","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.2",""
"2013","Austria","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.8",""
"2013","Austria","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Poland","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","58.1",""
"2013","Poland","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.0",""
"2013","Poland","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.5",""
"2013","Poland","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Poland","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","65.7",""
"2013","Poland","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.8",""
"2013","Poland","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.1",""
"2013","Poland","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Poland","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","50.0",""
"2013","Poland","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","15.6",""
"2013","Poland","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.1",""
"2013","Poland","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Portugal","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","52.9",""
"2013","Portugal","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","55.1",""
"2013","Portugal","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.0",""
"2013","Portugal","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Portugal","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","54.3",""
"2013","Portugal","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","58.4",""
"2013","Portugal","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.1",""
"2013","Portugal","Males","From 20 to 29 years","Percentage","No response",":",""
"2013","Portugal","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","51.5",""
"2013","Portugal","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.1",""
"2013","Portugal","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.9",""
"2013","Portugal","Females","From 20 to 29 years","Percentage","No response",":",""
"2013","Romania","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","53.8",""
"2013","Romania","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","53.4",""
"2013","Romania","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.5",""
"2013","Romania","Total","From 20 to 29 years","Percentage","No response",":",""
"2013","Romania","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","59.9",""
"2013","Romania","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","63.4",""
